step,train_reward_mean,actor_loss,grad_norm,step_seconds,generation_seconds,reward_seconds,actor_update_seconds,checkpoint_seconds,weight_update_seconds,validation_seconds
46,0.643460214138031,10.790706157684326,0.02764892578125,1338.7540510150138,222.0194718450075,75.04562904906925,760.077262885985,272.5802304210374,8.814215172897093,
47,0.7222222089767456,10.960111618041992,0.02117919921875,1270.7278421149822,221.90398288297,12.60652872605715,757.512509116903,271.23290276597254,7.194611600949429,
48,0.8125,8.578053951263428,0.033203125,1279.2416434290353,221.83931124804076,13.515434570028447,760.2781426429283,276.28005276201293,7.098515792982653,
49,0.7427884340286255,9.411712646484375,0.038818359375,1332.5480392000172,221.77586852002423,73.32434565201402,756.258925144095,272.5380311589688,8.368772532092407,
50,0.7221320271492004,9.485479354858398,0.019744873046875,1287.2960802750895,221.8366078620311,12.28446294600144,759.1541634160094,286.02735349093564,7.763985194964334,
51,0.6055476665496826,10.327855110168457,0.037353515625,1463.4629213969456,241.87260981905274,13.641732634976506,827.2476372999372,372.96503400208894,7.485456082038581,
52,0.8810668587684631,9.420707702636719,0.03094482421875,1423.6181553789647,241.9216035499703,72.48351992911194,826.41022462002,273.9642313099466,8.566831380943768,
53,0.9069569706916809,9.875223159790039,0.0697021484375,1383.7729791300371,241.95211569603998,12.777198033058085,824.2883821839932,296.17979909002315,8.337830999982543,
54,0.6619948744773865,9.858773708343506,0.02056884765625,1427.0724373860285,242.00051583105233,75.40627915901132,828.1204028609209,272.8896610500524,8.381431645015255,
55,0.8078607320785522,9.881351947784424,0.037353515625,1358.887908219942,241.85627281607594,12.89962752291467,822.8649450109806,273.66605763405096,7.319353352999315,
56,0.8845610618591309,10.439722061157227,0.0411376953125,1352.8464275749866,241.94264409295283,13.134433894068934,827.0018801159458,263.567477072007,6.965119341970421,
57,0.8557291030883789,9.089597225189209,0.030517578125,1387.0564548429102,241.98987494502217,13.332860189955682,823.9626099700108,298.9613325269893,8.580976953962818,
58,0.7838541865348816,10.163847923278809,0.0506591796875,1430.0527783780126,241.86138621903956,72.44250573799945,828.9272867590189,279.31689412903506,7.251597381895408,
59,0.8188759684562683,10.084342002868652,0.04296875,1451.3206023239763,241.84130050707608,71.90301698690746,824.36210480507,304.28247013501823,8.650312782963738,
60,0.9660633206367493,10.133761405944824,0.0279541015625,1367.4498690010514,241.94103316101246,12.904596116044559,827.304147523013,276.5361321440432,8.495196857023984,1926.799560651998
61,0.7973484992980957,9.859599590301514,0.05059814453125,1349.450277313008,241.9968178330455,13.424239711952396,823.5640915319091,262.976823543082,7.237660700106062,
62,0.8688473105430603,11.428121566772461,0.11474609375,1346.6854412110988,241.95031273399945,12.694948138087057,827.6364698000252,255.44746610999573,8.685472017037682,
63,0.7572048902511597,12.247026920318604,0.09814453125,1356.196356698987,241.98471630597487,12.942066724062897,824.1809371759882,268.65562425903045,8.217299179988913,
64,0.7867646813392639,10.15589189529419,0.037841796875,1358.7905031589326,243.95148715702817,13.171285166987218,827.0772705649724,266.46500323794317,7.896529052988626,
65,0.848740816116333,10.420818328857422,0.053466796875,1407.9344568200177,241.9321311750682,73.81234717799816,823.2778102679877,261.1597709649941,7.490673661930487,
66,0.6230126023292542,10.310694694519043,0.0484619140625,1350.8601756540593,241.88109983003233,13.021641801926307,826.8051622499479,261.47558627591934,7.436799688031897,
67,0.6191785931587219,8.825512886047363,0.05029296875,1415.788140950026,242.00655395095237,74.14250061498024,824.3385314410552,265.9240729389712,9.096312334062532,
68,0.6847098469734192,9.272298812866211,0.03094482421875,1353.749701695051,241.96478231204674,13.328983341925777,826.9603833820438,262.20031125098467,9.022605940001085,
69,0.6762019395828247,8.917669773101807,0.046142578125,1409.8264501939993,241.88435350300279,72.92147338401992,823.5984557779739,262.3086044889642,8.837077723932452,
70,0.8034420609474182,9.43940258026123,0.0521240234375,1350.9445965510095,241.94618577393703,13.348171518999152,825.7862385000335,261.00150028790813,8.62396310607437,
71,0.4739583134651184,10.046477794647217,0.04833984375,1345.1137340940768,241.8753918480361,13.602513125049882,825.2244211119832,256.72699915303383,7.412420195993036,
72,0.6813725233078003,8.41260290145874,0.0380859375,1412.453845800017,241.95613406202756,74.35229265003,826.1000721979653,262.2482477580197,7.520273999078199,
73,1.0,9.540628433227539,0.0022001266479492188,1348.9666784510482,241.88151647697669,13.565193069982342,824.0896155609516,261.9949277449632,7.213337569031864,
74,0.8942307829856873,7.868089437484741,0.0390625,1359.0636162660085,241.97244512208272,13.714248902979307,827.2319065720076,267.68540214106906,8.201606718008406,
75,0.8222600221633911,9.733442306518555,0.02874755859375,1419.767788880039,241.90487463097088,74.28315735189244,824.257811717107,271.83279081399087,7.207364934962243,
76,0.677462100982666,9.072543144226074,0.0462646484375,1430.3893730130512,241.99065182195045,73.53217645804398,827.7151050160173,279.03899551404174,7.908609071979299,
77,0.8670343160629272,8.259078025817871,0.048583984375,1345.7701730600093,241.97853419801686,12.97191150195431,822.8748618030222,260.54040057596285,7.1247405159519985,
78,0.7358911633491516,8.069589138031006,0.0548095703125,1352.0140597829595,241.84501273196656,13.641384623013437,827.6130708709825,259.9756451139692,8.659738986985758,
79,0.8042984008789062,8.956609725952148,0.164306640625,1352.3953082329826,241.90490382397547,13.352052512927912,824.2042086659931,262.9121318489779,9.780613197945058,
80,0.7075567841529846,8.696568012237549,0.0628662109375,1358.5052215559408,241.91918004793115,12.854482638998888,826.5975606950233,269.6503914479399,7.220829221070744,1922.2550255090464
81,0.8956043720245361,9.11405897140503,0.1005859375,1359.6303767560748,241.98805416398682,13.165074765915051,823.0998556939885,272.5510122369742,8.575887572020292,
82,0.7357730865478516,8.894625663757324,0.031494140625,1366.9118207510328,241.88162749703042,12.962118498049676,828.0302034439519,276.5730822440237,7.223330287029967,
83,0.9522058963775635,9.066735744476318,0.029052734375,1387.987533685984,242.00470839906484,12.958817832986824,824.2067452489864,299.5982593980152,8.93248092290014,
84,0.9725961685180664,8.002219438552856,0.0550537109375,1393.6972250679974,241.96264630102087,13.030189836048521,836.8764260960743,293.07329649699386,8.473184663103893,
85,0.971875011920929,9.26049518585205,0.0311126708984375,1447.0271305979695,249.92285478697158,79.99709439498838,822.9095775430324,284.41498332400806,9.50151501398068,
86,0.9967105388641357,8.629793643951416,0.04296875,1399.9819954599952,241.96720681805164,13.103653880069032,826.8002715210896,309.26883451698814,8.570449405931868,
87,0.9947916865348816,10.269594669342041,0.0294342041015625,1354.8260410639923,241.9550279499963,12.853371857083403,822.532089902903,268.29125214903615,8.94044626399409,
88,0.9659091234207153,8.318812847137451,0.03564453125,1546.7272356559988,320.4363562790677,14.83570229599718,804.056389629026,398.7220418959623,8.426167358993553,
89,0.815504789352417,8.835479736328125,0.0450439453125,1192.4997460979503,185.62373822706286,12.32638587395195,704.6716996870236,282.9786343179876,6.635856397100724,
90,0.929347813129425,8.481925010681152,0.053070068359375,1267.964680721052,185.6933707400458,12.259719714988023,776.4625283100177,286.685574120027,6.589152675005607,
91,0.90234375,9.658567905426025,0.053955078125,1188.5778566419613,185.61900941398926,11.160346157033928,654.5471303169616,329.4980892869644,7.495854445965961,
92,0.7385125160217285,9.790119647979736,0.0330810546875,1422.1598003580002,185.61787704995368,76.48801114305388,647.2458147261059,505.8623445179546,6.6972974160453305,
93,0.7310897707939148,9.800960540771484,0.058349609375,1274.3443844879512,185.69825206696987,75.90654878295027,667.9828385600122,337.8208131879801,6.681971159065142,
94,0.8932692408561707,10.220475196838379,0.053466796875,1526.286093325005,185.68163466406986,13.33094217593316,764.128611402004,549.4729572559008,13.412027821061201,
95,0.9776785373687744,8.76540994644165,0.03863525390625,2813.883858100977,394.2183063001139,23.501678574015386,1251.512847672915,1133.1518567720195,11.222508902079426,
96,0.78125,8.849024295806885,0.0194091796875,2741.646434152033,378.2854359210469,84.14691517304163,1918.8872529200744,346.4651175789768,13.580853599007241,
97,0.8638392686843872,8.05996561050415,0.02655029296875,2617.4397410979727,372.1943560510408,24.689284070045687,1912.8699552139733,295.6789048969513,11.798064174014144,
98,0.8338903784751892,8.640722751617432,0.093505859375,2668.454525009962,387.00701192195993,83.71643495396711,1895.6539210909978,288.11234410107136,13.685416602063924,
99,0.7795138955116272,9.329845905303955,0.0340576171875,2903.968111019931,367.13800306408666,23.76780781999696,1951.0796988179209,548.8357256019954,12.870467268978246,
100,0.9739583730697632,8.916597366333008,0.0248565673828125,3350.8938538628863,369.80465234594885,23.70592880505137,1946.7413654439151,995.0149988660123,15.41853450902272,3085.6400575690204
